code_ucd	code_ucd_precedent	code_ucd_suivant	top_inscription	laboratoire	date_source_doc	type_source_doc	date_maj	libelle_long_ucd	conditionnement	observation	etat	rh	ph	pih	sp	ps	libelle_court_specialite	libelle_long_rcp	code_forme	libelle_forme	code_forme_complement	libelle_forme_complement	dosage	unite_dosage	voie_administration	code_atc	libelle_atc	code_ephmra	libelle_ephmra
9342601			0	UCB PHARMA SA	2017-12-28	JO	2018-01-03	CIMZIA 200 MG (CERTOLIZUMAB PEGOL)	1 ml en seringue preremplie, solution injectable	Voir JO du 24/03/15 et du 09/04/15 pour indications therapeutiques remboursables: extensions d'indications	D	N	N	O	N	O	CIMZIA 200 MG SOL INJ SER 1ML	Cimzia 200 mg solution injectable	48	SOLUTION	295	SOLUTION INJECTABLE	14.0000	MG	INJECTABLE	L04AB05	CERTOLIZUMAB PEGOL	L04B	MEDICAMENTS ANTI-TNF
9342759			0	ACTELION PHARMACEUTICALS FRANC	2017-08-31	JO	2017-09-04	TRACLEER 32 MG	Comprime dispersible	NA	D	N	O	N	O	O	TRACLEER 32 MG CPR	TRACLEER 32 mg, comprime dispersible	15	COMPRIME	324	COMPRIME ORODISPERSIBLE				C02KX01	BOSENTAN	C02A3	AUTRES ANTIHYPERTENSEURS NON ASSOCIES
9343115			0	ACCORD HEALTHCARE LTD	2010-12-07	JO	2010-12-08	CISPLATINE INTAS 1 MG/ML	Solution injectable en flacon de 10 ml	NA	D	N	O	N	O	O	CISPLATINE ACC 10 MG/10 ML INJ FL	CISPLATINE ACCORD 1 mg/ml, solution a diluer pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01XA01	CISPLATINE	L01X2	DERIVES DU PLATINE
9343121			0	ACCORD HEALTHCARE LTD	2010-12-07	JO	2010-12-08	CISPLATINE INTAS 1 MG/ML	Solution injectable en flacon de 25 ml	NA	D	N	O	N	O	O	CISPLATINE ACC 25 MG/25 ML INJ FL	CISPLATINE ACCORD 1 mg/ml, solution a diluer pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01XA01	CISPLATINE	L01X2	DERIVES DU PLATINE
9343138			0	ACCORD HEALTHCARE LTD	2010-12-07	JO	2010-12-08	CISPLATINE INTAS 1 MG/ML	Solution injectable en flacon de 50 ml	NA	D	N	O	N	O	O	CISPLATINE ACC 50 MG/50 ML INJ FL	CISPLATINE ACCORD 1 mg/ml, solution a diluer pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01XA01	CISPLATINE	L01X2	DERIVES DU PLATINE
9343316			0	ACTAVIS FRANCE	2016-12-21	JO	2016-12-29	GEMCITABINE ACTAVIS 38 MG/ML	en flacon de 100 ml, poudre pour solution pour perfusion	NA	S	N	O	N	O	O	GEMCITABINE ARW 2000 MG PDR INJ	GEMCITABINE ARROW 2000 mg, poudre pour solution pour perfusion	44	POUDRE	322	POUDRE POUR SOLUTION POUR PERFUSION				L01BC05	GEMCITABINE	L01B	ANTIMETABOLITES
9343405			0	EG LABO LABORATOIRES EUROGENER	2016-12-21	JO	2017-01-04	GEMCITABINE EG 38 MG/ML	solution a diluer pour perfusion en flacon de 26,3 ml	NA	S	N	O	N	O	O	GEMCITABINE EG 1000 MG SOL INJ	GEMCITABINE EG 1000 mg/26,3 ml, solution a diluer pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01BC05	GEMCITABINE	L01B	ANTIMETABOLITES
9343411			0	EG LABO LABORATOIRES EUROGENER	2016-12-21	JO	2017-01-04	GEMCITABINE EG 38 MG/ML	solution a diluer pour perfusion en flacon de 5,26 ml	NA	S	N	O	N	O	O	GEMCITABINE EG 200 MG SOL INJ	GEMCITABINE EG 200 mg/5,26 ml, solution a diluer pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01BC05	GEMCITABINE	L01B	ANTIMETABOLITES
9343546			0	SANDOZ	2016-12-21	JO	2016-12-29	GEMCITABINE EBEWE PHARMA FRANCE 38 MG/ML	en flacon de 100 ml, poudre pour solution pour perfusion	NA	S	N	O	N	O	O	GEMCITABINE EBP 2000MG PDR INJ	GEMCITABINE EBEWE PHARMA FRANCE 38 mg/ml, poudre pour solution pour perfusion	44	POUDRE	322	POUDRE POUR SOLUTION POUR PERFUSION				L01BC05	GEMCITABINE	L01B	ANTIMETABOLITES
9343724			0	ACCORD HEALTHCARE LTD	2010-12-07	JO	2010-12-08	EPIRUBICINE INTAS 2 MG/ML	Solution pour perfusion en flacon de 10 ml	NA	D	N	O	N	O	O	EPIRUBICINE ACC 20 MG SOL INJ	EPIRUBICINE ACCORD 20 mg/10 ml, solution injectable pour perfusion	48	SOLUTION	296	SOLUTION POUR PERFUSION				L01DB03	EPIRUBICINE	L01D	ANTIBIOTIQUES ANTINEOPLASIQUES
9343730			0	ACCORD HEALTHCARE LTD	2010-12-07	JO	2010-12-08	EPIRUBICINE INTAS 2 MG/ML	Solution pour perfusion en flacon de 100 ml	NA	D	N	O	N	O	O	EPIRUBICINE ACC 200 MG SOL INJ	EPIRUBICINE ACCORD 200 mg/100 ml, solution injectable pour perfusion	48	SOLUTION	296	SOLUTION POUR PERFUSION				L01DB03	EPIRUBICINE	L01D	ANTIBIOTIQUES ANTINEOPLASIQUES
9343747			0	ACCORD HEALTHCARE LTD	2010-12-07	JO	2010-12-08	EPIRUBICINE INTAS 2 MG/ML	Solution pour perfusion en flacon de 25 ml	NA	D	N	O	N	O	O	EPIRUBICINE ACC 50 MG SOL INJ	EPIRUBICINE ACCORD 50 mg/25 ml, solution injectable pour perfusion	48	SOLUTION	296	SOLUTION POUR PERFUSION				L01DB03	EPIRUBICINE	L01D	ANTIBIOTIQUES ANTINEOPLASIQUES
9343753			0	ACCORD HEALTHCARE LTD	2010-12-07	JO	2010-12-08	EPIRUBICINE INTAS 2 MG/ML	Solution pour perfusion en flacon de 5 ml	NA	D	N	O	N	O	O	EPIRUBICINE ACC 10 MG SOL INJ	EPIRUBICINE ACCORD 2 mg/ml, solution injectable pour perfusion	48	SOLUTION	296	SOLUTION POUR PERFUSION				L01DB03	EPIRUBICINE	L01D	ANTIBIOTIQUES ANTINEOPLASIQUES
9344847			0	PIERRE FABRE MEDICAMENT	2016-07-31	JO	2016-11-29	JAVLOR 25 MG/ML	Solution a diluer pour perfusion en flacon de 10 ml BG	NA	D	N	O	N	O	N	JAVLOR 250 MG SOL INJ	JAVLOR 250 mg/10 ml, pour solution a diluer pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01CA05	VINFLUNINE	L01C1	ANTICANCEREUX ALACALOIDES DE VINCA
9344853			0	PIERRE FABRE MEDICAMENT	2016-07-31	JO	2016-11-29	JAVLOR 25 MG/ML	Solution a diluer pour perfusion en flacon de 2 ml BG	NA	D	N	O	N	O	N	JAVLOR 50 MG SOL INJ	JAVLOR 50 mg/2 ml, pour solution a diluer pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01CA05	VINFLUNINE	L01C1	ANTICANCEREUX ALACALOIDES DE VINCA
9345930			0	FRESENIUS KABI FRANCE	2011-02-22	JO	2011-02-23	IRINOTECAN KABI 20 MG/ML	Solution a diluer pour perfusion en flacon de 15 ml	NA	D	N	O	N	O	O	IRINOTECAN KBI 300 MG INJ FL	IRINOTECAN KABI 300 mg/15 ml, solution a diluer pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01XX19	IRINOTECAN	L01C	ANTINEOPLASIQUES D'ORIGINE VEGETALE
9345947			0	FRESENIUS KABI FRANCE	2011-02-22	JO	2011-02-23	IRINOTECAN KABI 20 MG/ML	Solution a diluer pour perfusion en flacon de 25 ml	NA	D	N	O	N	O	O	IRINOTECAN KBI 500 MG INJ FL	IRINOTECAN KABI 500 mg/25 ml, solution a diluer pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01XX19	IRINOTECAN	L01C	ANTINEOPLASIQUES D'ORIGINE VEGETALE
9347567			0	LFB-BIOMEDICAMENTS	2018-05-17	JO	2018-05-23	CLAIRYG 50 MG/ML	solution injectable en flacon de 100 ml	Voir JO du 17/05/2018 pour indications therapeutiques remboursables	D	N	O	N	N	N	CLAIRYG 5000MG SOL INJ FL 100ML	CLAIRYG 50 mg/ml, solution pour perfusion	48	SOLUTION	296	SOLUTION POUR PERFUSION				J06BA02	IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE	J06C	IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES
9347573			0	LFB-BIOMEDICAMENTS	2018-05-17	JO	2018-05-18	CLAIRYG 50 MG/ML	INJ FL20ML	Voir JO du 17/05/2018 pour indications therapeutiques remboursables	D	N	O	N	N	N	CLAIRYG 1000MG SOL INJ FL 20ML	CLAIRYG 50 mg/ml, solution pour perfusion	48	SOLUTION	296	SOLUTION POUR PERFUSION				J06BA02	IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE	J06C	IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES
9347596			0	LFB-BIOMEDICAMENTS	2018-05-17	JO	2018-05-23	CLAIRYG 50 MG/ML	INJ FL200ML	Voir JO du 17/05/2018 pour indications therapeutiques remboursables	D	N	O	N	N	N	CLAIRYG 10G SOL INJ FL 200ML	CLAIRYG 50 mg/ml, solution pour perfusion	48	SOLUTION	296	SOLUTION POUR PERFUSION				J06BA02	IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE	J06C	IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES
9347604			0	LFB-BIOMEDICAMENTS	2018-05-17	JO	2018-05-23	CLAIRYG 50 MG/ML	INJ FL400ML	Voir JO du 17/05/2018 pour indications therapeutiques remboursables	D	N	O	N	N	N	CLAIRYG 20G SOL INJ FL 400ML	CLAIRYG 50 mg/ml, solution pour perfusion	48	SOLUTION	296	SOLUTION POUR PERFUSION				J06BA02	IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE	J06C	IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES
9347610			0	LFB-BIOMEDICAMENTS	2018-05-17	JO	2018-05-18	CLAIRYG 50 MG/ML	INJ FL50ML	Voir JO du 17/05/2018 pour indications therapeutiques remboursables	D	N	O	N	N	N	CLAIRYG 2.5G  SOL INJ FL 50ML	CLAIRYG 50 mg/ml, solution pour perfusion	48	SOLUTION	296	SOLUTION POUR PERFUSION				J06BA02	IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE	J06C	IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES
9347716			0	MEDIPHA SANTE	2013-06-19	JO	2013-06-20	DOXORUBICINE MEDIPHA SANTE 2 MG/ML	solution pour perfusion en flacon de 25 ml	NA																			
9347863			0	MYLAN SAS	2016-12-21	JO	2016-12-22	GEMCITABINE MYLAN 38 MG/ML	Poudre pour solution pour perfusion en flacon de 2 000 mg	NA	S	N	O	N	O	O	GEMCITABINE MYL 2000MG PDR INJ	GEMCITABINE MYLAN 38 mg/ml, poudre pour solution pour perfusion	44	POUDRE	322	POUDRE POUR SOLUTION POUR PERFUSION				L01BC05	GEMCITABINE	L01B	ANTIMETABOLITES
9347952			0	OCTAPHARMA FRANCE	2018-03-30	JO	2018-04-03	OCTAGAM 100 MG/ML	INJ FL. 100 ml	Voir JO du 30/03/2018 pour indications therapeutiques remboursables	D	N	O	N	N	N	OCTAGAM 100 MG/ML INJ FL 100ML	OCTAGAM 100 mg/ml, solution pour perfusion	48	SOLUTION	296	SOLUTION POUR PERFUSION				J06BA02	IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE	J06C	IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES
9347969			0	OCTAPHARMA FRANCE	2018-03-30	JO	2018-04-03	OCTAGAM 100 MG/ML	INJ FL. 20ML	Voir JO du 30/03/2018 pour indications therapeutiques remboursables	D	N	O	N	N	N	OCTAGAM 100 MG/ML INJ FL 20ML	OCTAGAM 100 mg/ml, solution pour perfusion	48	SOLUTION	296	SOLUTION POUR PERFUSION				J06BA02	IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE	J06C	IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES
9347975			0	OCTAPHARMA FRANCE	2018-03-30	JO	2018-04-03	OCTAGAM 100 MG/ML	INJ FL. 200ML	Voir JO du 30/03/2018 pour indications therapeutiques remboursables	D	N	O	N	N	N	OCTAGAM 20 G SOL INJ FL 200ML	OCTAGAM 100 mg/ml, solution pour perfusion	48	SOLUTION	296	SOLUTION POUR PERFUSION				J06BA02	IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE	J06C	IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES
9347981			0	OCTAPHARMA FRANCE	2018-03-30	JO	2018-04-03	OCTAGAM 100 MG/ML	INJ FL. 50 ML	Voir JO du 30/03/2018 pour indications therapeutiques remboursables	D	N	O	N	N	N	OCTAGAM 100 MG/ML INJ FL 50ML	OCTAGAM 100 mg/ml, solution pour perfusion	48	SOLUTION	296	SOLUTION POUR PERFUSION				J06BA02	IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE	J06C	IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES
9347998			0	ACCORD HEALTHCARE FRANCE SAS	2016-12-21	JO	2016-12-27	GEMCITABINE INTAS 2 000 MG	Poudre pour solution pour perfusion en flacon	NA	D	N	O	N	O	O	GEMCITABINE ACC 2000 MG PDR INJ	GEMCITABINE ACCORD 2000 mg, poudre pour solution pour perfusion	44	POUDRE	322	POUDRE POUR SOLUTION POUR PERFUSION				L01BC05	GEMCITABINE	L01B	ANTIMETABOLITES
9348006			0	ACCORD HEALTHCARE LTD	2011-02-22	JO	2011-02-23	IRINOTECAN INTAS PHARMACEUTICALS 20 MG/ML	Flacon de 25 ml, solution a diluer pour perfusion	NA	D	N	O	N	O	O	IRINOTECAN FRF 500 MG SOL INJ	IRINOTECAN FRESENIUS 500 mg/25 ml, solution a diluer pour perfusion (anciennement ACCORD)	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01XX19	IRINOTECAN	L01C	ANTINEOPLASIQUES D'ORIGINE VEGETALE
9348093			0	PIERRE FABRE MEDICAMENT	2016-07-31	JO	2016-11-29	JAVLOR 25 MG/ML	Solution a diluer pour perfusion en flacon de 10 ml BN	NA																			
9348101			0	PIERRE FABRE MEDICAMENT	2016-07-31	JO	2016-11-29	JAVLOR 25 MG/ML	Solution a diluer pour perfusion en flacon de 2 ml BN	NA																			
9348383			0	TEVA SANTE	2012-02-28	JO	2012-02-28	DOCETAXEL TEVA 20 MG/0,5 ML	Solution a diluer et solvant pour perfusion	NA	S	N	O	N	O	N	DOCETAXEL TVC 20 MG/0.72ML SOL D INJ	DOCETAXEL TEVA 20 mg/0.72 ml, solution a diluer et solvant pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01CD02	DOCETAXEL	L01C2	ANTICANCEREUX TAXANES
9348408			0	TEVA SANTE	2012-02-28	JO	2012-02-28	DOCETAXEL TEVA 80 MG/2 ML	Solution a diluer et solvant pour perfusion	NA	S	N	O	N	O	N	DOCETAXEL TVC 80 MG/2,88ML SOL D INJ	DOCETAXEL TEVA 80 mg/2,88 ml, solution a diluer et solvant pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01CD02	DOCETAXEL	L01C2	ANTICANCEREUX TAXANES
9348420			0	TEVA SANTE	2018-12-05	JO	2018-12-05	TEMOZOLOMIDE TEVA 100 MG	Gelule	NA	S	N	O	N	O	O	TEMOZOLOMIDE TVC 100MG GELULE	TEMOZOLOMIDE TEVA 100 mg, gelule	21	GELULE	64	ORAL(E)				L01AX03	TEMOZOLOMIDE	L01A	AGENTS ALKYLANTS
9348437			0	TEVA SANTE	2018-12-05	JO	2018-12-05	TEMOZOLOMIDE TEVA 20 MG	Gelule	NA	S	N	O	N	O	O	TEMOZOLOMIDE TVC 20MG GELULE	TEMOZOLOMIDE TEVA 20 mg, gelule	21	GELULE	328	GELULE				L01AX03	TEMOZOLOMIDE	L01A	AGENTS ALKYLANTS
9348443			0	TEVA SANTE	2018-12-05	JO	2018-12-05	TEMOZOLOMIDE TEVA 250 MG	Gelule	NA	S	N	O	N	O	O	TEMOZOLOMIDE TVC 250MG GELULE	TEMOZOLOMIDE TEVA 250 mg, gelule	21	GELULE	328	GELULE				L01AX03	TEMOZOLOMIDE	L01A	AGENTS ALKYLANTS
9348466			0	TEVA SANTE	2018-12-05	JO	2018-12-05	TEMOZOLOMIDE TEVA 5 MG	Gelule	NA	S	N	O	N	O	O	TEMOZOLOMIDE TVC 5MG GELULE	TEMOZOLOMIDE TEVA 5 mg, gelule	21	GELULE	328	GELULE				L01AX03	TEMOZOLOMIDE	L01A	AGENTS ALKYLANTS
9348615			0	LILLY FRANCE SAS	2018-12-20	JO	2018-12-20	ADCIRCA 20 MG	Comprime pellicule	NA	D	N	O	N	N	O	ADCIRCA 20MG CPR	ADCIRCA 20 mg comprimes pellicules	15	COMPRIME	307	NE PAS ECRASER COMPRIME PELLICULE				C02KX	ANTIHYPERTENSEURS POUR HYPERTENSION ARTERIELLE PULMONAIRE	C06A	AUTRES MEDICAMENTS CARDIOVASCULAIRES
9350322			0	SANDOZ	2018-12-20	JO	2018-12-20	TEMOZOLOMIDE SANDOZ 100 MG	Gelule	NA																			
9350339			0	SANDOZ	2018-12-20	JO	2018-12-20	TEMOZOLOMIDE SANDOZ 140 MG	Gelule	NA																			
9350345			0	SANDOZ	2018-12-20	JO	2018-12-20	TEMOZOLOMIDE SANDOZ 180 MG	Gelule	NA																			
9350351			0	SANDOZ	2018-12-20	JO	2018-12-20	TEMOZOLOMIDE SANDOZ 20 MG	Gelule	NA																			
9350368			0	SANDOZ	2018-12-20	JO	2018-12-20	TEMOZOLOMIDE SANDOZ 250 MG	Gelule	NA																			
9350374			0	SANDOZ	2018-12-20	JO	2018-12-20	TEMOZOLOMIDE SANDOZ 5 MG	Gelule	NA																			
9350546			0	TEVA SANTE	2018-12-05	JO	2018-12-05	TEMOZOLOMIDE TEVA 140 MG	Gelule	NA	S	N	O	N	O	O	TEMOZOLOMIDE TVC 140MG GELULE	TEMOZOLOMIDE TEVA 140 mg, gelule	21	GELULE	328	GELULE				L01AX03	TEMOZOLOMIDE	L01A	AGENTS ALKYLANTS
9350552			0	TEVA SANTE	2018-12-05	JO	2018-12-05	TEMOZOLOMIDE TEVA 180 MG	Gelule	NA	S	N	O	N	O	O	TEMOZOLOMIDE TVC 180MG GELULE	TEMOZOLOMIDE TEVA 180 mg, gelule	21	GELULE	328	GELULE				L01AX03	TEMOZOLOMIDE	L01A	AGENTS ALKYLANTS
9350730			0	LABORATOIRES CTRS	2010-06-15	JO	2010-06-16	NEODEX 40 MG	Comprime secable	NA	S	N	N	N	N	N	NEODEX 40MG CPR	NEODEX  40mg, comprime secable	15	COMPRIME	307	SECABLE COMPRIME PELLICULE	1.5000	MG	ORALE	H02AB02	DEXAMETHASONE	H02A2	CORTICOSTEROIDES ORAUX NON ASSOCIES
9350925			0	ACTAVIS FRANCE	2016-12-21	JO	2016-12-22	GEMCITABINE ACTAVIS 40 MG/ML	solution a diluer pour perfusion en flacon de 25 ml	NA	D	N	O	N	O	O	GEMCITABINE ARW 1000 MG SOL INJ	GEMCITABINE ARROW 40 mg/ml, solution a diluer pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01BC05	GEMCITABINE	L01B	ANTIMETABOLITES
9350931			0	ACTAVIS FRANCE	2016-12-21	JO	2016-12-22	GEMCITABINE ACTAVIS 40 MG/ML	solution a diluer pour perfusion en flacon de 5 ml	NA	D	N	O	N	O	O	GEMCITABINE ACT 200 MG SOL INJ	GEMCITABINE ACTAVIS 200 mg/5 ml, solution a diluer pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01BC05	GEMCITABINE	L01B	ANTIMETABOLITES
9350948			0	ACTAVIS FRANCE	2016-12-21	JO	2016-12-22	GEMCITABINE ACTAVIS 40 MG/ML	solution a diluer pour perfusion en flacon de 50 ml	NA	D	N	O	N	O	O	GEMCITABINE ACT 2000 MG SOL INJ	GEMCITABINE ACTAVIS 2000 mg/50 ml, solution a diluer pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01BC05	GEMCITABINE	L01B	ANTIMETABOLITES
9351451			0	TEVA SANTE	2014-01-29	JO	2014-01-30	RIBAVIRINE TEVA PHARMA BV 200 MG	comprime pellicule	NA	S	N	N	N	O	O	RIBAVIRINE TBV 200MG CPR	Ribavirine Teva Pharma B.V. 200 mg, comprimes pellicules	15	COMPRIME	307	COMPRIME PELLICULE				J05AB04	RIBAVIRINE**	J05B1	MEDICAMENTS CONTRE L'HEPATITE VIRALE
9351505			0	SANDOZ	2018-12-20	JO	2018-12-20	ROPIVACAINE SANDOZ 2 MG/ML	solution pour perfusion en poche polypropylene de 100 ml	NA	S	O	N	N	N	N	ROPIVACAINE SDZ 200 MG POC	ROPIVACAINE SANDOZ 200 mg/100 ml, solution pour perfusion	48	SOLUTION	296	SOLUTION POUR PERFUSION				N01BB09	ROPIVACAINE	N01B1	ANESTHESIQUES LOCAUX INJECTABLES A USAGE MEDICAL
9351511			0	SANDOZ	2018-12-20	JO	2018-12-20	ROPIVACAINE SANDOZ 2 MG/ML	solution pour perfusion en poche polypropylene de 200 ml	NA	S	O	N	N	N	N	ROPIVACAINE SDZ 400 MG INJ POC	ROPIVACAINE SANDOZ 400 mg/200 ml, solution pour perfusion	48	SOLUTION	296	SOLUTION POUR PERFUSION				N01BB09	ROPIVACAINE	N01B1	ANESTHESIQUES LOCAUX INJECTABLES A USAGE MEDICAL
9351586			0	ACCORD HEALTHCARE FRANCE SAS	2018-11-28	JO	2018-11-29	TEMOZOLOMIDE ACC 100 MG	Gelu	NA	D	N	O	N	O	O	TEMOZOLOMIDE ACC 100MG GELULE	TEMOZOLOMIDE ACCORD 100 mg, gelule	21	GELULE	64	ORAL(E)				L01AX03	TEMOZOLOMIDE	L01A	AGENTS ALKYLANTS
9351592			0	ACCORD HEALTHCARE FRANCE SAS	2018-11-28	JO	2018-11-29	TEMOZOLOMIDE ACC 140 MG	Gelu	NA	D	N	O	N	O	O	TEMOZOLOMIDE ACC 140MG GELULE	TEMOZOLOMIDE ACCORD 140 mg, gelule	21	GELULE	328	GELULE				L01AX03	TEMOZOLOMIDE	L01A	AGENTS ALKYLANTS
9351600			0	ACCORD HEALTHCARE FRANCE SAS	2018-11-28	JO	2018-11-29	TEMOZOLOMIDE ACC 180 MG	Gelu	NA	D	N	O	N	O	O	TEMOZOLOMIDE ACC 180MG GELULE	TEMOZOLOMIDE ACCORD 180 mg, gelule	21	GELULE	328	GELULE				L01AX03	TEMOZOLOMIDE	L01A	AGENTS ALKYLANTS
9351617			0	ACCORD HEALTHCARE FRANCE SAS	2018-11-28	JO	2018-11-29	TEMOZOLOMIDE ACC 20 MG	Gelu	NA	D	N	O	N	O	O	TEMOZOLOMIDE ACC 20MG GELULE	TEMOZOLOMIDE ACCORD 20 mg, gelule	21	GELULE	328	GELULE				L01AX03	TEMOZOLOMIDE	L01A	AGENTS ALKYLANTS
9351623			0	ACCORD HEALTHCARE FRANCE SAS	2018-11-28	JO	2018-11-29	TEMOZOLOMIDE ACC 250 MG	Gelu	NA	D	N	O	N	O	O	TEMOZOLOMIDE ACC 250MG GELULE	TEMOZOLOMIDE ACCORD 250 mg, gelule	21	GELULE	328	GELULE				L01AX03	TEMOZOLOMIDE	L01A	AGENTS ALKYLANTS
9351646			0	ACCORD HEALTHCARE FRANCE SAS	2018-11-28	JO	2018-11-29	TEMOZOLOMIDE ACC 5 MG	Gelu	NA	D	N	O	N	O	O	TEMOZOLOMIDE ACC 5MG GELULE	TEMOZOLOMIDE ACCORD 5 mg, gelule	21	GELULE	328	GELULE				L01AX03	TEMOZOLOMIDE	L01A	AGENTS ALKYLANTS
9351698			0	MYLAN SAS	2016-12-21	JO	2016-12-22	GEMCITABINE MYLAN 40 MG/ML	Flacon de 25 ml, solution a diluer pour perfusion	NA	D	N	O	N	O	O	GEMCITABINE MYL 1000 MG SOL INJ	GEMCITABINE MYLAN 1000 mg/25 ml, solution a diluer pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01BC05	GEMCITABINE	L01B	ANTIMETABOLITES
9351706			0	MYLAN SAS	2016-12-21	JO	2016-12-26	GEMCITABINE MYLAN 40 MG/ML	Flacon de 5 ml, solution a diluer pour perfusion	NA	D	N	O	N	O	O	GEMCITABINE MYL 200 MG SOL INJ	GEMCITABINE MYLAN 200 mg/5 ml, solution a diluer pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01BC05	GEMCITABINE	L01B	ANTIMETABOLITES
9351712			0	MYLAN SAS	2016-12-21	JO	2016-12-26	GEMCITABINE MYLAN 40 MG/ML	Flacon de 50 ml, solution a diluer pour perfusion	NA	D	N	O	N	O	O	GEMCITABINE MYL 2000 MG SOL INJ	GEMCITABINE MYLAN 2000 mg/50 ml, solution a diluer pour perfusion	48	SOLUTION	290	SOLUTION A DILUER POUR PERFUSION				L01BC05	GEMCITABINE	L01B	ANTIMETABOLITES
9351758			0	EG LABO LABORATOIRES EUROGENER	2017-12-19	JO	2017-12-27	OXALIPLATINE EG 5MG/ML 100MG	poudre pour solution pour perfusion en flacon de 100 mg	NA	S	N	O	N	O	O	OXALIPLATINE EG 100 MG PDR INJ PERF	OXALIPLATINE EG 100 mg, poudre pour solution pour perfusion	44	POUDRE	322	LYOPHILISE(E) POUDRE POUR SOLUTION POUR				L01XA03	OXALIPLATINE	L01X2	DERIVES DU PLATINE
9351770			0	EG LABO LABORATOIRES EUROGENER	2017-12-19	JO	2017-12-27	OXALIPLATINE EG 5MG/ML 50MG	poudre pour solution pour perfusion en flacon de 50 mg	NA	S	N	O	N	O	O	OXALIPLATINE EG 50 MG PDR INJ PERF	OXALIPLATINE EG 50 mg, poudre pour solution pour perfusion	44	POUDRE	322	LYOPHILISE(E) POUDRE POUR SOLUTION POUR				L01XA03	OXALIPLATINE	L01X2	DERIVES DU PLATINE
9351787			0	JANSSEN-CILAG	2017-12-19	JO	2017-12-27	STELARA 45 MG	solution injectable, 0,5 ml en seringue preremplie	Voir JO du 03/10/17 pour indication therapeutique remboursable : extension d indication.	D	N	N	O	N	O	STELARA 45 MG SOL INJ SER	STELARA 45 mg, solution injectable en seringue preremplie	48	SOLUTION	295	SOLUTION INJECTABLE	0.5400	MG	INJECTABLE	L04AC05	USTEKINUMAB	D05B	ANTIPSORIASIQUES SYSTEMIQUES
9351793			0	JANSSEN-CILAG	2017-12-19	JO	2017-12-28	STELARA 90 MG	solution injectable, 1 ml en seringue preremplie	Voir JO du 03/10/17 pour indication therapeutique remboursable : extension d indication.	D	N	N	O	N	O	STELARA 90 MG SOL INJ SER	STELARA 90 mg, solution injectable en seringue preremplie.	48	SOLUTION	295	SOLUTION INJECTABLE	0.5400	MG	INJECTABLE	L04AC05	USTEKINUMAB	D05B	ANTIPSORIASIQUES SYSTEMIQUES
